OBJECTID,Vehicle Year,Vehicle Make,Vehicle Model,Vehicle Style,Vehicle Colour,Vehicle Value,Weekday,Recovered,Neighbourhood,Ward,Sector,Reported Date,Occurred Date,Year,Intersection,Division,Census Tract,Time of Day,Councillor,Reported Hour,Occurred Hour,x,y
87,2013,TOYT,CAM,4DR,BLK,,Friday,N,Riverside South - Leitrim,Ward 22 - Riverside South-Findlay Creek,Sector 35,7/21/2018 5:00:00 AM,7/20/2018 5:00:00 AM,2018,"HONEYWOOD CRT, SUGAR MAPLE DR",East,5050126.05,Evening,Steve Desroches,900,2200,367948.7514,5015157.4044
88,2016,BUIC,VER,CARRY,BRN,,Saturday,Y,Orléans Avalon - Notting Gate - Fallingbrook - Gardenway South,Ward 1 - Orléans East-Cumberland,Sector 31,7/21/2018 5:00:00 AM,7/21/2018 5:00:00 AM,2018,"LYNX CRES, TEMPO ST N",East,5050170.12,Evening,Matthew Luloff,200,2100,385172.6883,5038446.3538
89,,MALI,,,BLK,,Saturday,Y,Manotick East,Ward 20 - Osgoode,Sector 36,7/21/2018 5:00:00 AM,7/21/2018 5:00:00 AM,2018,"LEWIS WAY, SUTHERLAND DR",East,5050191.02,Night,George Darouze,1100,100,372661.8983,5003222.3403
90,2015,TOYT,COA,4DR,BLK,,Saturday,Y,Kanata Lakes - Marchwood Lakeside - Morgan's Grant - Kanata North Business Park,Ward 4 - Kanata North,Sector 13,7/21/2018 5:00:00 AM,7/21/2018 5:00:00 AM,2018,"KANATA AVE, MACASSA CIRC",West,5050160.07,Night,Cathy Curry,700,0,350440.3285,5019501.0933
91,2014,TOYT,COA,4DR,WHI,,Friday,Y,Stittsville,Ward 6 - Stittsville,Sector 13,7/21/2018 5:00:00 AM,7/20/2018 5:00:00 AM,2018,"WILDERNESS WAY, WYTENBURG GT",West,5050151.07,Evening,Glen Gower,800,2200,348166.4909,5014596.5191
92,2013,INTI,40S,OTHER,WHI,57000,Saturday,Y,Hawthorne Meadows - Sheffield Glen,Ward 18 - Alta Vista,Sector 33,7/22/2018 5:00:00 AM,7/21/2018 5:00:00 AM,2018,"RUSSELL RD, ST. LAURENT SERVICE RD",East,5050010.00,Evening,Marty Carr,1500,2100,373432.3099,5029357.7039
93,2015,TOYT,HIG,CARRY,BLU,,Saturday,Y,Centretown,Ward 14 - Somerset,Sector 23,7/22/2018 5:00:00 AM,7/21/2018 5:00:00 AM,2018,"GILMOUR ST, PERCY ST",Central,5050040.00,Evening,Ariel Troster,1300,2300,367200.8972,5030421.5637
94,2008,JEEP,WRG,CARRY,RED,8000,Monday,N,Navan - Carlsbad Springs,Ward 20 - Osgoode,Sector 37,7/23/2018 5:00:00 AM,7/23/2018 5:00:00 AM,2018,"CARLSBAD LANE, RUSSELL RD",East,5050171.03,Afternoon,George Darouze,1200,1200,388202.6716,5025627.1445
95,2005,CHEV,OPT,4DR,BRN,,Sunday,Y,Orléans Village - Chateauneuf,Ward 2 - Orléans West-Innes,Sector 31,7/23/2018 5:00:00 AM,7/22/2018 5:00:00 AM,2018,"MARY JANE CRES, SIMARD DR",East,5050125.08,Evening,Laura Dudas,1400,2300,381402.9429,5035010.5605
96,2006,CHEV,IMP,4DR,SIL,,Monday,Y,Lowertown,Ward 12 - Rideau-Vanier,Sector 24,7/23/2018 5:00:00 AM,7/23/2018 5:00:00 AM,2018,"AUGUSTA ST, RIDEAU ST",Central,5050053.00,Evening,Stéphanie Plante,200,2200,369013.003,5032716.2543
97,2004,VOLV,V4T,STWGN,BLK,,Friday,N,Stittsville,Ward 6 - Stittsville,Sector 13,7/23/2018 5:00:00 AM,6/29/2018 5:00:00 AM,2018,"BRADLEY GREEN CRT, HAZELDEAN RD",West,5050151.05,Evening,Glen Gower,1300,2200,350397.7884,5015585.4377
98,2007,CADI,ESC,CARRY,WHI,,Monday,N,Bayshore,Ward 7 - Bay,Sector 14,7/23/2018 5:00:00 AM,7/23/2018 5:00:00 AM,2018,"WOODRIDGE CRES, TRANSITWAY LINK",West,5050138.00,Morning,Theresa Kavanagh,1900,1000,358890.0021,5023214.2222
99,2008,CHEV,COB,4DR,GRY,,Monday,Y,Bells Corners West,Ward 8 - College,Sector 15,7/24/2018 5:00:00 AM,7/23/2018 5:00:00 AM,2018,"HADLEY CIRC, MOODIE DR",West,5050136.02,Evening,Laine Johnson,900,2000,357136.8466,5020299.4738
100,2009,TOYT,COA,4DR,WHI,6000,Monday,N,Orléans Avalon - Notting Gate - Fallingbrook - Gardenway South,Ward 19 - Orléans South-Navan,Sector 31,7/24/2018 5:00:00 AM,7/23/2018 5:00:00 AM,2018,"STONEHAM PLACE S, FAIRLAKES WAY",East,5050171.09,Evening,Catherine Kitts,1000,2100,384961.946,5034274.6817
101,2017,FORD,F15,PICKUP,GRY,40000,Monday,Y,Orléans Village - Chateauneuf,Ward 2 - Orléans West-Innes,Sector 31,7/24/2018 5:00:00 AM,7/23/2018 5:00:00 AM,2018,"CRESTDALE ST, OAK MEADOWS DR",East,5050125.09,Afternoon,Laura Dudas,600,1600,380455.938,5035031.5656
102,2008,FORD,F35,PICKUP,BLK,,Tuesday,N,Russell - Edwards,Ward 20 - Osgoode,Sector 37,7/25/2018 5:00:00 AM,7/24/2018 5:00:00 AM,2018,"ROCKDALE RD S, HIGHWAY 417",East,,Evening,George Darouze,1500,1800,395264.0669,5022270.4423
103,2003,FORD,ESP,CARRY,GRY,,Thursday,Y,Lowertown,Ward 12 - Rideau-Vanier,Sector 24,7/26/2018 5:00:00 AM,7/26/2018 5:00:00 AM,2018,"COBOURG ST, RIDEAU ST",Central,5050053.00,Afternoon,Stéphanie Plante,1600,1600,369129.839,5032785.185
104,2016,GMC,SRA,PICKUP,BLU,,Thursday,Y,Lindenlea - New Edinburgh,Ward 13 - Rideau-Rockcliffe,Sector 25,7/26/2018 5:00:00 AM,7/26/2018 5:00:00 AM,2018,"BERTRAND ST, VAUGHAN ST",Central,5050057.00,Afternoon,Rawlson King,1700,1500,369105.8977,5033770.5921
105,2017,CHEV,IMP,4DR,RED,,Thursday,Y,Billings Bridge - Alta Vista,Ward 17 - Capital,Sector 34,7/26/2018 5:00:00 AM,4/12/2018 5:00:00 AM,2018,"BANK ST, BELANGER AVE, LAMIRA ST",East,5050004.00,Afternoon,Shawn Menard,1300,1200,369655.0707,5027427.1535
106,2016,TOYT,4RN,CARRY,WHI,,Wednesday,Y,Island Park,Ward 15 - Kitchissippi,Sector 21,7/26/2018 5:00:00 AM,7/25/2018 5:00:00 AM,2018,"BYRON AVE, HARMER AVE",Central,5050044.00,Evening,Jeff Leiper,900,2100,364863.8904,5028887.552
107,2000,TOYT,COA,4DR,DGR,1500,Sunday,Y,Lowertown,Ward 12 - Rideau-Vanier,Sector 24,7/26/2018 5:00:00 AM,7/15/2018 5:00:00 AM,2018,"BEAUSOLEIL DR, CHAPEL ST",Central,5050053.00,Evening,Stéphanie Plante,1700,2000,368822.7537,5032742.3546
108,2017,LEXS,RX5,CARRY,WHI,,Friday,Y,Glebe - Dows Lake,Ward 17 - Capital,Sector 22,7/27/2018 5:00:00 AM,7/27/2018 5:00:00 AM,2018,"PERCY ST, SECOND AVE",Central,5050019.00,Night,Shawn Menard,100,100,367841.9008,5029351.5541
109,,LEXS,RX3,CARRY,GRY,,Friday,Y,Riverside South - Leitrim,Ward 22 - Riverside South-Findlay Creek,Sector 35,7/27/2018 5:00:00 AM,7/27/2018 5:00:00 AM,2018,"AUGUST LILY CRES,NORTH BLUFF DR",East,5050126.06,Morning,Steve Desroches,1600,900,369335.3264,5016503.7985
110,2007,MAZD,3,,BLK,,Saturday,Y,Rockcliffe - Manor Park,Ward 13 - Rideau-Rockcliffe,Sector 25,7/28/2018 5:00:00 AM,7/28/2018 5:00:00 AM,2018,"GLASGOW CRES, GLASGOW ST",Central,5050059.00,Evening,Rawlson King,1800,1800,370995.9004,5034918.599
111,2011,HYUN,ELN,4DR,RED,,Friday,N,Pineview,Ward 11 - Beacon Hill-Cyrville,Sector 32,7/28/2018 5:00:00 AM,7/27/2018 5:00:00 AM,2018,"ERIC CRES S, RIDGEBROOK DR S",East,5050122.02,Evening,Tim Tierney,900,2300,374721.9228,5031959.5632
112,2005,MERZ,230,4DR,GRY,,Monday,Y,Emerald Woods - Sawmill Creek,Ward 10 - Gloucester-Southgate,Sector 35,7/30/2018 5:00:00 AM,7/30/2018 5:00:00 AM,2018,"ALBION RD, BRIDLE PATH DR",East,5050123.01,Night,Jessica Bradley,1100,200,372106.9249,5023739.5078
113,2010,GMC,SRA,CARRY,WHI,,Monday,Y,Orléans Chatelaine Village,Ward 1 - Orléans East-Cumberland,Sector 31,7/31/2018 5:00:00 AM,7/30/2018 5:00:00 AM,2018,"JUNIPER ST, WILLOW AVE",East,5050170.01,Evening,Matthew Luloff,500,2300,381531.929,5039071.5927
114,,SUBA,IMP,4DR,BLU,,Monday,Y,Vanier North,Ward 12 - Rideau-Vanier,Sector 25,7/31/2018 5:00:00 AM,6/4/2018 5:00:00 AM,2018,"MONA AVE, MONTREAL RD",Central,5050102.00,Afternoon,Stéphanie Plante,1900,1200,370755.5704,5033432.4365
115,2005,SUZI,XL7,CARRY,GRY,,Tuesday,Y,Hunt Club - Ottawa Airport,Ward 10 - Gloucester-Southgate,Sector 35,7/31/2018 5:00:00 AM,7/17/2018 5:00:00 AM,2018,"AIRPORT PARKWAY PRIV, TRACKER PRIV",East,5050127.00,Afternoon,Jessica Bradley,1500,1700,370343.1152,5020748.3233
116,2011,VOLK,JET,4DR,WHI,,Monday,Y,Elmvale - Eastway - Riverview - Riverview Park West,Ward 18 - Alta Vista,Sector 33,7/31/2018 5:00:00 AM,7/30/2018 5:00:00 AM,2018,"ARCH ST, CANTERBURY AVE",East,5050008.00,Evening,Marty Carr,1400,2300,372876.923,5028054.5379
117,2006,BMW,32I,,GRY,8000,Tuesday,N,Billings Bridge - Alta Vista,Ward 18 - Alta Vista,Sector 34,8/1/2018 5:00:00 AM,7/31/2018 5:00:00 AM,2018,"EVANS BLVD, RENFIELD RD",East,5050005.00,Evening,Marty Carr,800,2100,370178.9135,5026958.5333
118,1991,BMW,325,CONVER,BLK,,Tuesday,N,West Centertown,Ward 14 - Somerset,Sector 22,8/1/2018 5:00:00 AM,7/31/2018 5:00:00 AM,2018,"BELL ST, GLADSTONE AVE",Central,5050042.00,Evening,Ariel Troster,800,2200,366949.6882,5029964.08
119,2018,JEEP,CHK,CARRY,GRY,,Friday,Y,Trend-Arlington,Ward 9 - Knoxdale-Merivale,Sector 15,8/2/2018 5:00:00 AM,7/27/2018 5:00:00 AM,2018,"BANNER RD, PARKMOUNT CRES W",West,5050135.02,Evening,Sean Devine,1900,1900,360795.869,5021607.4876
120,2009,,,,RED,,Thursday,N,Byward Market,Ward 12 - Rideau-Vanier,Sector 24,8/2/2018 5:00:00 AM,8/2/2018 5:00:00 AM,2018,"CLARENCE ST, DALHOUSIE ST",Central,5050054.00,Evening,Stéphanie Plante,200,1900,368042.8971,5032502.5825
121,2007,BMW,28I,2DR,BLK,,Thursday,N,South Keys - Heron Gate - Greenboro West,Ward 10 - Gloucester-Southgate,Sector 35,8/3/2018 5:00:00 AM,8/2/2018 5:00:00 AM,2018,"FERNWOOD DR, PEBBLE RD",East,5050001.04,Evening,Jessica Bradley,200,2300,371314.9201,5024926.5166
122,,DEER,,OTHER,GRN,,Friday,N,Vars,Ward 20 - Osgoode,Sector 37,8/3/2018 5:00:00 AM,8/3/2018 5:00:00 AM,2018,"DEVINE RD, DUNNING RD",East,5050171.03,Morning,George Darouze,1500,1000,397385.0798,5025070.4497
123,2015,LEXS,NX20,CARRY,BLK,45000,Friday,N,Hawthorne Meadows - Sheffield Glen,Ward 18 - Alta Vista,Sector 33,8/4/2018 5:00:00 AM,8/3/2018 5:00:00 AM,2018,"ST. LAURENT BLVD, CONNERY AVE",East,5050010.00,Morning,Marty Carr,700,1000,373632.3895,5028720.2819
124,2018,LEXS,,4DR,GRY,80000,Friday,N,Pineview,Ward 11 - Beacon Hill-Cyrville,Sector 32,8/4/2018 5:00:00 AM,8/3/2018 5:00:00 AM,2018,"MAXIME ST, RIDGEBROOK DR",East,5050122.02,Evening,Tim Tierney,800,2300,374668.9228,5031648.5613
125,,LEXS,,4DR,GRY,,Friday,Y,Playfair Park - Lynda Park - Guildwood Estates,Ward 18 - Alta Vista,Sector 34,8/4/2018 5:00:00 AM,8/3/2018 5:00:00 AM,2018,"BRIAR HILL DR, FEATHERSTON DR",East,5050007.03,Evening,Marty Carr,800,2100,371453.9183,5027363.5351
126,2018,TOYT,HIG,CARRY,BLK,,Friday,N,Hawthorne Meadows - Sheffield Glen,Ward 18 - Alta Vista,Sector 33,8/4/2018 5:00:00 AM,8/3/2018 5:00:00 AM,2018,"BALHARRIE AVE, TAWNEY RD",East,5050010.00,Evening,Marty Carr,1100,2100,373686.1405,5028887.479
127,2000,VOLV,S70,4DR,BLK,,Friday,Y,Whitehaven - Queensway Terrace North,Ward 7 - Bay,Sector 14,8/4/2018 5:00:00 AM,7/27/2018 5:00:00 AM,2018,"CRESTHILL ST, ROB ROY AVE",West,5050028.00,Night,Theresa Kavanagh,1500,0,360331.87,5024499.5121
128,2013,MAZD,CX5,CARRY,WHI,10000,Saturday,Y,Orléans Queenswood Heights,Ward 1 - Orléans East-Cumberland,Sector 31,8/5/2018 5:00:00 AM,8/4/2018 5:00:00 AM,2018,"DEAVY WAY, TOMPKINS AVE",East,5050170.03,Evening,Matthew Luloff,600,2300,382975.9407,5037923.5751
129,2018,LEXS,RX35,CARRY,GRY,,Sunday,N,Ottawa South,Ward 17 - Capital,Sector 22,8/6/2018 5:00:00 AM,8/5/2018 5:00:00 AM,2018,"AVENUE RD, GLENCAIRN AVE",Central,5050016.00,Evening,Shawn Menard,900,1900,369249.9066,5029075.5511
130,2011,TOYT,VEN,CARRY,GRY,,Monday,Y,East Industrial,Ward 18 - Alta Vista,Sector 33,8/6/2018 5:00:00 AM,8/6/2018 5:00:00 AM,2018,"DELRIDGE LANE, LANCASTER RD",East,5050011.01,Afternoon,Marty Carr,1400,1200,374290.7619,5029243.8818
131,2016,LEXS,,CARRY,WHI,,Sunday,N,Ottawa South,Ward 17 - Capital,Sector 22,8/6/2018 5:00:00 AM,8/5/2018 5:00:00 AM,2018,"AVENUE RD, GLENCAIRN AVE",Central,5050016.00,Evening,Shawn Menard,900,1900,369249.9066,5029075.5511
132,2017,LEXS,,CARRY,BLU,50000,Monday,N,Elmvale - Eastway - Riverview - Riverview Park West,Ward 18 - Alta Vista,Sector 33,8/6/2018 5:00:00 AM,8/6/2018 5:00:00 AM,2018,"CRANE ST, SAMUEL DR",East,5050008.00,Morning,Marty Carr,700,700,372972.9241,5027907.5371
133,1972,CHEV,ELL,2DR,GRN,,Thursday,N,Dunrobin,Ward 5 - West Carleton-March,Sector 11,8/7/2018 5:00:00 AM,8/2/2018 5:00:00 AM,2018,"DUNROBIN RD,WAYBURN AVE",West,5050160.09,Afternoon,Clarke Kelly,1500,1600,346928.7224,5026573.916
134,2005,FORD,F35,PICKUP,RED,,Thursday,N,New Barrhaven - New Development - Stonebridge,Ward 3 - Barrhaven West,Sector 16,8/7/2018 5:00:00 AM,8/2/2018 5:00:00 AM,2018,"BRAMBLING WAY, DOWITCHER GROVE",West,5050141.15,Afternoon,David Hill,1800,1400,364181.6699,5012216.281
135,,WILD,,MOTO,BLK,2500,Tuesday,N,Cummings,Ward 11 - Beacon Hill-Cyrville,Sector 32,8/7/2018 5:00:00 AM,8/7/2018 5:00:00 AM,2018,"CITY PARK DR, 170M SOUTH OF OGILVIE RD",East,5050122.03,Afternoon,Tim Tierney,1700,1400,374266.91,5032842.071
136,2015,VOLK,TIG,CARRY,WHI,,Saturday,N,East Industrial,Ward 18 - Alta Vista,Sector 33,8/7/2018 5:00:00 AM,8/4/2018 5:00:00 AM,2018,"AVENUE K, TREMBLAY RD",East,5050011.01,Night,Marty Carr,1800,500,371426.9113,5031305.5656
137,2013,DODG,JOU,CARRY,GRY,,Monday,N,Ledbury - Heron Gate - Ridgemont - Elmwood,Ward 18 - Alta Vista,Sector 34,8/7/2018 5:00:00 AM,8/6/2018 5:00:00 AM,2018,"BAYCREST DR, CEDARWOOD DR",East,5050007.02,Evening,Marty Carr,0,2100,371229.9182,5026788.5314
138,2004,HOND,CIV,4DR,RED,,Wednesday,Y,Blackburn Hamlet,Ward 2 - Orléans West-Innes,Sector 31,8/8/2018 5:00:00 AM,8/8/2018 5:00:00 AM,2018,"INNES RD, BEARBROOK RD, GLEN PARK DR E",East,5050125.02,Morning,Laura Dudas,600,600,377997.4498,5032843.0659
139,2016,LEXS,RX5,CARRY,BLK,,Thursday,N,Centretown,Ward 14 - Somerset,Sector 23,8/9/2018 5:00:00 AM,8/9/2018 5:00:00 AM,2018,"LEWIS ST, ROBERT ST",Central,5050049.00,Night,Ariel Troster,1400,200,368700.9807,5031270.2677
140,2017,LEXS,RX35,CARRY,GRY,50000,Thursday,N,Ottawa East,Ward 17 - Capital,Sector 22,8/9/2018 5:00:00 AM,8/9/2018 5:00:00 AM,2018,"CONCORD ST, HAVELOCK ST",Central,5050015.00,Morning,Shawn Menard,600,600,369113.9038,5030945.5666
141,2016,LEXS,RX5,CARRY,BRNGLD,50000,Wednesday,N,Sandy Hill - Ottawa East,Ward 12 - Rideau-Vanier,Sector 24,8/9/2018 5:00:00 AM,8/8/2018 5:00:00 AM,2018,"AUGUSTA ST, STEWART ST",Central,5050052.00,Evening,Stéphanie Plante,800,2300,369135.4497,5032511.0343
142,2016,HOND,ODY,VAN,BLK,,Thursday,Y,Riverside South - Leitrim,Ward 22 - Riverside South-Findlay Creek,Sector 35,8/9/2018 5:00:00 AM,8/9/2018 5:00:00 AM,2018,"KELLY FARM DR, FINDLAY CREEK DR",East,5050126.03,Night,Steve Desroches,400,400,375341.7392,5020050.5502
143,,,,,DBL,,Wednesday,Y,Lowertown,Ward 12 - Rideau-Vanier,Sector 24,8/9/2018 5:00:00 AM,8/8/2018 5:00:00 AM,2018,"CHARLOTTE ST, TORMEY ST, BRIGADIER PRIV",Central,5050053.00,Evening,Stéphanie Plante,800,1800,369210.7709,5032905.2753
144,2017,TOYT,SNA,VAN,GRY,28000,Wednesday,N,Britannia Village,Ward 7 - Bay,Sector 14,8/10/2018 5:00:00 AM,8/1/2018 5:00:00 AM,2018,"CROYDON AVE, STARFLOWER LANE",West,5050030.00,Afternoon,Theresa Kavanagh,900,1400,360450.871,5025361.5199
145,2011,BOCT,743,TRACT,WHIBLK,,Tuesday,N,Manotick West,Ward 21 - Rideau-Jock,Sector 12,8/10/2018 5:00:00 AM,8/7/2018 5:00:00 AM,2018,"COLONY HEIGHTS RD, WHITEWOOD AVE",West,5050201.00,Afternoon,David Brown,1100,1700,368361.8933,5009840.3922
146,2013,FORD,EXL,CARRY,BLK,,Saturday,N,Sandy Hill - Ottawa East,Ward 12 - Rideau-Vanier,Sector 24,8/11/2018 5:00:00 AM,8/11/2018 5:00:00 AM,2018,"LAURIER AVE, TRANSITWAY, WALLER ST SOUTH",Central,5050050.00,Morning,Stéphanie Plante,1100,700,368454.4658,5031857.9465
147,2006,CHEV,IMP,4DR,GRY,,Saturday,Y,Lowertown,Ward 12 - Rideau-Vanier,Sector 24,8/11/2018 5:00:00 AM,8/11/2018 5:00:00 AM,2018,"BESSERER ST, KING EDWARD AVE",Central,5050053.00,Evening,Stéphanie Plante,200,2100,368552.594,5032339.2973
148,2000,DODG,CVN,VAN,BRN,,Saturday,Y,Hunt Club Park,Ward 10 - Gloucester-Southgate,Sector 33,8/11/2018 5:00:00 AM,8/11/2018 5:00:00 AM,2018,"KEYS WAY, TOPLEY CRES W",East,5050001.08,Night,Jessica Bradley,300,300,373868.9299,5026456.5253
149,2009,SUBA,IMP,4DR,SIL,7000,Friday,Y,Westboro,Ward 15 - Kitchissippi,Sector 21,8/11/2018 5:00:00 AM,8/10/2018 5:00:00 AM,2018,"ROYAL AVE, WORKMAN AVE",Central,5050045.00,Evening,Jeff Leiper,800,2200,362994.8827,5028572.5491
150,2016,BMW,M4,2DR,SIL,,Saturday,Y,Barrhaven,Ward 3 - Barrhaven West,Sector 16,8/12/2018 5:00:00 AM,8/11/2018 5:00:00 AM,2018,"FABLE ST, WHELAN DR",West,5050140.07,Morning,David Hill,1900,1100,362582.8715,5015422.4344
151,2002,FORD,RNG,PICKUP,BLK,,Sunday,Y,Chapman Mills - Rideau Crest - Davidson Heights,Ward 24 - Barrhaven East,Sector 16,8/13/2018 5:00:00 AM,8/12/2018 5:00:00 AM,2018,"LOCHELAND CRES W, NEW DEIGHTON CRES",West,5050141.08,Evening,Wilson Lo,700,2200,365900.8928,5016534.4483
152,2017,TOYT,TUN,,,70000,Thursday,Y,Emerald Woods - Sawmill Creek,Ward 10 - Gloucester-Southgate,Sector 35,8/14/2018 5:00:00 AM,3/1/2018 5:00:00 AM,2018,"ALBION RD, DES MESANGES DR",East,5050123.01,Afternoon,Jessica Bradley,1800,1200,371989.9249,5024018.5096
153,2019,HYUN,SON,4DR,BGE,,Tuesday,Y,Bridlewood - Emerald Meadows,Ward 23 - Kanata South,Sector 13,8/14/2018 5:00:00 AM,8/14/2018 5:00:00 AM,2018,"SPRUCE MEADOWS DR, STEEPLE CHASE DR",West,5050161.04,Evening,Allan Hubley,1900,1900,355126.8268,5017143.4463
154,2012,NISS,VER,4DR,GRY,,Monday,Y,Whitehaven - Queensway Terrace North,Ward 7 - Bay,Sector 14,8/14/2018 5:00:00 AM,8/13/2018 5:00:00 AM,2018,"MARIELLE CRT, RICHMOND RD",West,5050029.00,Evening,Theresa Kavanagh,1500,1900,359944.8711,5024258.0077
155,2004,HOND,ACC,4DR,LGR,,Sunday,Y,Vanier North,Ward 12 - Rideau-Vanier,Sector 25,8/14/2018 5:00:00 AM,8/5/2018 5:00:00 AM,2018,"DESROSIERS, RUE ST, ST. PAUL ST",Central,5050101.00,Afternoon,Stéphanie Plante,1700,1700,370033.9017,5033135.5842
156,,,,,BLK,3695,Tuesday,N,Island Park,Ward 15 - Kitchissippi,Sector 21,8/15/2018 5:00:00 AM,8/14/2018 5:00:00 AM,2018,"HOLLAND AVE, SCOTT ST, TUNNEY'S PASTURE",Central,5050045.00,Morning,Jeff Leiper,1700,900,364736.2691,5029598.2016
157,,FORD,FOC,,BLK,,Wednesday,Y,Centretown,Ward 14 - Somerset,Sector 23,8/15/2018 5:00:00 AM,8/15/2018 5:00:00 AM,2018,"ARGYLE AVE E, METCALFE ST",Central,5050037.00,Afternoon,Ariel Troster,1300,1300,368442.9019,5030640.5647
158,,,,,,21000,Wednesday,N,Ottawa South,Ward 17 - Capital,Sector 22,8/16/2018 5:00:00 AM,8/15/2018 5:00:00 AM,2018,"RIVERDALE AVE, SUNNYSIDE AVE",Central,5050016.00,Evening,Shawn Menard,800,2000,369074.7776,5028786.107
159,2009,PONT,VIB,4DR,BLK,4000,Thursday,Y,Beacon Hill South - Cardinal Heights,Ward 11 - Beacon Hill-Cyrville,Sector 32,8/16/2018 5:00:00 AM,8/16/2018 5:00:00 AM,2018,"125 E OF ELMLEA GT, OGILVIE RD",East,5050121.02,Morning,Tim Tierney,1000,800,375085.8881,5033540.1057
160,2017,LEXS,,CARRY,WHI,,Wednesday,N,Playfair Park - Lynda Park - Guildwood Estates,Ward 18 - Alta Vista,Sector 34,8/16/2018 5:00:00 AM,8/15/2018 5:00:00 AM,2018,"BRIAR HILL DR, FEATHERSTON DR",East,5050007.03,Evening,Marty Carr,900,2300,371453.9183,5027363.5351
161,2018,LEXS,RX5,CARRY,BLK,68000,Wednesday,N,Hunt Club Park,Ward 10 - Gloucester-Southgate,Sector 33,8/16/2018 5:00:00 AM,8/15/2018 5:00:00 AM,2018,"BLOHM DR, KARSH DR E",East,5050001.07,Evening,Jessica Bradley,900,2300,374298.9328,5026049.5223
162,,,,MOTO,BLKSIL,,Thursday,N,West Centertown,Ward 14 - Somerset,Sector 22,8/16/2018 5:00:00 AM,8/16/2018 5:00:00 AM,2018,"ARLINGTON AVE, LEBRETON ST",Central,5050042.00,,Ariel Troster,1100,,366931.8972,5029745.5578
163,2011,GMC,SAV,VAN,WHI,,Wednesday,N,West Centertown,Ward 14 - Somerset,Sector 22,8/16/2018 5:00:00 AM,8/15/2018 5:00:00 AM,2018,"CHAMPAGNE AVE, ELM ST W",Central,5050041.00,Afternoon,Ariel Troster,800,1500,366024.8933,5030178.5629
164,2016,HOND,PIL,CARRY,BLU,62000,Thursday,Y,Vanier South,Ward 13 - Rideau-Rockcliffe,Sector 25,8/16/2018 5:00:00 AM,8/16/2018 5:00:00 AM,2018,"BEN ST, COTE ST",Central,5050061.00,Morning,Rawlson King,1200,1000,371535.9075,5033193.5823
165,,,,OTHER,SIL,,Wednesday,N,Bells Corners West,Ward 8 - College,Sector 15,8/16/2018 5:00:00 AM,8/15/2018 5:00:00 AM,2018,"FITZGERALD RD,MENTEN PL,MOODIE DR",West,5050136.02,Afternoon,Laine Johnson,200,1300,356919.8455,5020812.4789
166,1992,,,MOTO,,,Tuesday,N,Braemar Park - Bel Air Heights - Copeland Park,Ward 8 - College,Sector 17,8/17/2018 5:00:00 AM,8/14/2018 5:00:00 AM,2018,"FERGUSON ST, GAGE CRES",West,5050023.01,Afternoon,Laine Johnson,1300,1200,363408.0576,5024393.5681
167,2006,MITS,ECL,,GRY,,Friday,Y,Kanata Lakes - Marchwood Lakeside - Morgan's Grant - Kanata North Business Park,Ward 4 - Kanata North,Sector 13,8/17/2018 5:00:00 AM,8/17/2018 5:00:00 AM,2018,"CAMPEAU DR, TERRY FOX DR",West,5050160.03,Evening,Cathy Curry,200,2000,350454.2296,5019012.2123
168,2007,MAZD,M3,4DR,BLK,,Thursday,Y,Hintonburg - Mechanicsville,Ward 15 - Kitchissippi,Sector 21,8/17/2018 5:00:00 AM,8/16/2018 5:00:00 AM,2018,"FORWARD AVE, LYNDALE AVE",Central,5050046.00,Evening,Jeff Leiper,1000,2300,364940.0704,5029959.0759
169,2003,BUIC,CEN,4DR,BRN,5000,Saturday,Y,Civic Hospital-Central Park,Ward 16 - River,Sector 21,8/18/2018 5:00:00 AM,8/18/2018 5:00:00 AM,2018,"FESTIVE PRIV, FESTIVE PRIV, FESTIVE PRIV",Central,5050023.02,Afternoon,Riley Brockington,1600,1400,364871.9582,5025988.5095
170,2001,SUBA,LEG,4DR,GRN,,Saturday,Y,Lindenlea - New Edinburgh,Ward 13 - Rideau-Rockcliffe,Sector 25,8/19/2018 5:00:00 AM,8/18/2018 5:00:00 AM,2018,"PUTMAN AVE, SPRINGFIELD RD",Central,5050058.00,Evening,Rawlson King,1400,1800,369186.8969,5033908.5932
171,2016,VOLK,JET,4DR,WHI,,Saturday,Y,Sandy Hill - Ottawa East,Ward 12 - Rideau-Vanier,Sector 24,8/19/2018 5:00:00 AM,8/18/2018 5:00:00 AM,2018,"COBOURG ST, DALY AVE",Central,5050052.00,Evening,Stéphanie Plante,1000,2000,369213.9007,5032649.5814
172,2016,CHEV,TRV,CARRY,BLU,,Saturday,Y,Westboro,Ward 15 - Kitchissippi,Sector 21,8/19/2018 5:00:00 AM,8/18/2018 5:00:00 AM,2018,"WEST VILLAGE PRIV N, BANK NOTE PRIV",Central,5050045.00,Evening,Jeff Leiper,1100,2300,363741.1095,5028914.5981
173,2015,JEEP,CHK,CARRY,RED,,Tuesday,Y,Overbrook - McArthur,Ward 13 - Rideau-Rockcliffe,Sector 25,8/20/2018 5:00:00 AM,8/14/2018 5:00:00 AM,2018,"FRANCES ST, PRINCE ALBERT ST",Central,5050012.00,Night,Rawlson King,500,500,371543.9105,5032018.5713
