OBJECTID,Vehicle Year,Vehicle Make,Vehicle Model,Vehicle Style,Vehicle Colour,Vehicle Value,Weekday,Recovered,Neighbourhood,Ward,Sector,Reported Date,Occurred Date,Year,Intersection,Division,Census Tract,Time of Day,Councillor,Reported Hour,Occurred Hour,x,y
7382,2021,INFI,QX8,CARRY,BLK,,Tuesday,N,Orléans Chapel Hill South,Ward 19 - Orléans South-Navan,Sector 31,3/17/2023 5:00:00 AM,3/7/2023 5:00:00 AM,2023,"BUTTERFLY WALK, CONTOUR ST",East,5050125.06,Night,Catherine Kitts,800,200,381701.8317,5032973.416
7383,1996,FORD,F15,PICKUP,BLU,,Tuesday,Y,Carp,Ward 5 - West Carleton-March,Sector 11,6/2/2023 5:00:00 AM,5/16/2023 5:00:00 AM,2023,"CARP RD, MARCH RD",West,5050300.00,Morning,Clarke Kelly,800,800,342164.7442,5021731.5029
7384,2012,KIA,SPO,CARRY,WHI,,Sunday,Y,East Industrial,Ward 18 - Alta Vista,Sector 33,8/20/2023 5:00:00 AM,8/20/2023 5:00:00 AM,2023,"TERMINAL AVE, RAILMARKET PRIV",East,5050011.01,Morning,Marty Carr,700,700,371421.0894,5030900.3288
7385,2020,TOYT,,CARRY,BLU,38000,Thursday,N,South Keys - Heron Gate - Greenboro West,Ward 10 - Gloucester-Southgate,Sector 35,3/17/2023 5:00:00 AM,3/16/2023 5:00:00 AM,2023,"WHITE CLOVER PRIV, HONEYSUCKLE PRIV",East,5050001.05,Afternoon,Jessica Bradley,600,1600,371994.923,5025285.5195
7386,2021,LEXS,NX3,CARRY,WHI,,Friday,N,Ottawa East,Ward 17 - Capital,Sector 22,6/2/2023 5:00:00 AM,6/2/2023 5:00:00 AM,2023,"HERRIDGE ST, MCGILLIVRAY ST",Central,5050015.00,,Shawn Menard,1200,,369000.9049,5029955.5577
7387,2011,BMW,BX6,CARRY,RED,,Saturday,N,Hawthorne Meadows - Sheffield Glen,Ward 18 - Alta Vista,Sector 33,8/20/2023 5:00:00 AM,8/19/2023 5:00:00 AM,2023,"RUSSELL RD, TUPPER AVE",East,5050010.00,Evening,Marty Carr,800,2300,374256.9277,5028747.5408
7388,2020,TOYT,RAV,CARRY,GRY,50000,Saturday,N,Elmvale - Eastway - Riverview - Riverview Park West,Ward 18 - Alta Vista,Sector 33,3/18/2023 5:00:00 AM,3/18/2023 5:00:00 AM,2023,"SAUNDERSON DR, HAMLET RD",East,5050009.00,Morning,Marty Carr,700,700,372846.9211,5029242.5468
7389,2020,TOYT,HIG,CARRY,GRY,,Friday,N,Riverside South - Leitrim,Ward 22 - Riverside South-Findlay Creek,Sector 35,6/2/2023 5:00:00 AM,6/2/2023 5:00:00 AM,2023,"LEITRIM RD, MUSCARI ST",East,5050126.03,Morning,Steve Desroches,600,600,374566.2572,5021089.839
7390,2020,HOND,,CARRY,,,Saturday,Y,Orléans Avalon - Notting Gate - Fallingbrook - Gardenway South,Ward 19 - Orléans South-Navan,Sector 31,3/18/2023 5:00:00 AM,3/18/2023 5:00:00 AM,2023,"DECOEUR DR, SCULPIN ST",East,5050171.09,Night,Catherine Kitts,100,100,383409.029,5034040.2655
7391,2008,HYUN,ALS,4DR,,5000,Saturday,Y,Whitehaven - Queensway Terrace North,Ward 7 - Bay,Sector 14,8/20/2023 5:00:00 AM,8/19/2023 5:00:00 AM,2023,"GRENON AVE, MICHELE DR",West,5050029.00,Evening,Theresa Kavanagh,600,1800,359672.8662,5024155.5092
7392,2021,TOYT,RAV4,CARRY,GRY,,Saturday,N,New Barrhaven - New Development - Stonebridge,Ward 24 - Barrhaven East,Sector 16,6/3/2023 5:00:00 AM,6/3/2023 5:00:00 AM,2023,"LONGFIELDS DR, PAUL METIVIER DR",West,5050141.12,Night,Wilson Lo,200,200,364841.5269,5014199.4356
7393,2020,JEEP,WRG,CARRY,GRY,,Saturday,Y,New Barrhaven - New Development - Stonebridge,Ward 3 - Barrhaven West,Sector 16,3/18/2023 5:00:00 AM,3/18/2023 5:00:00 AM,2023,"BLACKLEAF DR, KENNACRAIG PRIV N",West,5050141.15,Night,David Hill,900,500,365134.8049,5012332.0349
7394,2021,TOYT,HIG,CARRY,BLU,,Sunday,Y,South Keys - Heron Gate - Greenboro West,Ward 10 - Gloucester-Southgate,Sector 35,8/20/2023 5:00:00 AM,8/20/2023 5:00:00 AM,2023,"BANK ST, SOUTHKEYS SC",East,5050001.04,Afternoon,Jessica Bradley,1700,1700,371076.4787,5024527.5742
7395,2013,DODG,CVN,VAN,BGE,,Saturday,N,Vanier South,Ward 12 - Rideau-Vanier,Sector 25,6/4/2023 5:00:00 AM,6/3/2023 5:00:00 AM,2023,"IBERVILLE ST, RICHARD CIRC",Central,5050102.00,Evening,Stéphanie Plante,800,2200,370978.9046,5033345.5842
7396,2021,TOYT,HIG,CARRY,GRY,50000,Saturday,Y,Orléans Village - Chateauneuf,Ward 2 - Orléans West-Innes,Sector 31,3/18/2023 5:00:00 AM,3/18/2023 5:00:00 AM,2023,"MORNINGVIEW ST, TOONEY DR",East,5050125.08,Morning,Laura Dudas,900,900,382093.9436,5035571.5615
7397,2017,LEXS,RX5,CARRY,BLK,,Sunday,Y,Beacon Hill South - Cardinal Heights,Ward 11 - Beacon Hill-Cyrville,Sector 32,8/21/2023 5:00:00 AM,8/20/2023 5:00:00 AM,2023,"ELMRIDGE DR, ELMSMERE RD E",East,5050121.01,Evening,Tim Tierney,1000,2300,375184.9189,5034098.579
7398,2021,HOND,UDY,CARRY,BLK,,Saturday,Y,Orléans Avalon - Notting Gate - Fallingbrook - Gardenway South,Ward 19 - Orléans South-Navan,Sector 31,6/4/2023 5:00:00 AM,6/3/2023 5:00:00 AM,2023,"CORBRIDGE ST,FANTAIL WALK",East,5050171.09,Evening,Catherine Kitts,700,1800,385342.5482,5035252.1643
7399,2022,JEEP,WRG,CARRY,BLK,,Friday,N,Chapman Mills - Rideau Crest - Davidson Heights,Ward 24 - Barrhaven East,Sector 16,3/18/2023 5:00:00 AM,3/17/2023 5:00:00 AM,2023,"LEWISTON AVE, STONEWAY DR",West,5050141.08,Evening,Wilson Lo,1300,2000,366189.8939,5016104.4454
7400,,DODG,CHA,4DR,BLK,,Saturday,Y,Westboro,Ward 15 - Kitchissippi,Sector 21,8/21/2023 5:00:00 AM,8/19/2023 5:00:00 AM,2023,"KIRKWOOD AVE,IONA ST",Central,5050033.02,Night,Jeff Leiper,1400,100,363996.1566,5028137.0581
7401,2022,FORD,,PICKUP,WHI,,Sunday,Y,Byward Market,Ward 12 - Rideau-Vanier,Sector 24,6/4/2023 5:00:00 AM,6/4/2023 5:00:00 AM,2023,"BYWARD MARKET, GEORGE ST",Central,5050054.00,Night,Stéphanie Plante,400,400,368020.897,5032210.5796
7402,2010,CHEV,EQU,,SIL,,Friday,N,Orléans Queenswood Heights,Ward 1 - Orléans East-Cumberland,Sector 31,3/18/2023 5:00:00 AM,3/17/2023 5:00:00 AM,2023,"KENNEDY LANE, MONICA CRES N",East,5050170.03,Evening,Matthew Luloff,200,2100,382648.9377,5038191.5788
7403,2017,AUDI,,4DR,BLK,,Sunday,Y,Riverside South - Leitrim,Ward 22 - Riverside South-Findlay Creek,Sector 35,8/21/2023 5:00:00 AM,8/20/2023 5:00:00 AM,2023,"BRIAN GOOD AV, EARL ARMSTRONG RD",East,5050126.05,Evening,Steve Desroches,800,2100,368110.2613,5014833.1786
7404,2014,TOYT,,4DR,DGR,,Sunday,Y,CFB Rockcliffe-NRC,Ward 13 - Rideau-Rockcliffe,Sector 32,3/19/2023 5:00:00 AM,3/19/2023 5:00:00 AM,2023,"HILLSIDE DR, MONTREAL RD",East,5050060.00,Morning,Rawlson King,1000,1000,371704.5545,5033896.6657
7405,2020,ACUR,RDX,CARRY,BLK,40000,Saturday,Y,Vanier North,Ward 12 - Rideau-Vanier,Sector 25,3/19/2023 5:00:00 AM,3/18/2023 5:00:00 AM,2023,"BEECHWOOD AVE, OAKHILL RD",Central,5050103.00,Evening,Stéphanie Plante,400,2000,369713.286,5034218.4522
7406,2005,GMC,SAV,VAN,WHI,,Sunday,Y,Hunt Club Upper -Blossom Park - Timbermill,Ward 10 - Gloucester-Southgate,Sector 35,6/4/2023 5:00:00 AM,6/4/2023 5:00:00 AM,2023,"EUREKA AVE N, OLYMPIC WAY N",East,5050123.02,Night,Jessica Bradley,300,300,373089.93,5023903.5088
7407,2019,NISS,PFI,CARRY,SIL,,Monday,Y,Stittsville,Ward 6 - Stittsville,Sector 13,8/21/2023 5:00:00 AM,8/21/2023 5:00:00 AM,2023,"ESCALLONIA CRT, ESCALLONIA CRT",West,5050151.07,Night,Glen Gower,1000,200,349871.7622,5015968.5136
7408,2022,MITS,OUT,CARRY,BLK,,Sunday,Y,Orléans Avalon - Notting Gate - Fallingbrook - Gardenway South,Ward 19 - Orléans South-Navan,Sector 31,6/5/2023 5:00:00 AM,6/4/2023 5:00:00 AM,2023,"TENTH LINE RD, VANGUARD DR",East,5050171.07,Evening,Catherine Kitts,1200,2100,384073.2214,5035877.6883
7409,2022,RAM,DUR,PICKUP,RED,,Sunday,N,Beacon Hill South - Cardinal Heights,Ward 11 - Beacon Hill-Cyrville,Sector 32,3/19/2023 5:00:00 AM,3/19/2023 5:00:00 AM,2023,"DUNHAM ST, OGILVIE RD",East,5050121.02,Afternoon,Tim Tierney,1300,1200,374721.9189,5033323.574
7410,2021,TOYT,TAC,PICKUP,GRY,,Sunday,Y,Orléans Avalon - Notting Gate - Fallingbrook - Gardenway South,Ward 1 - Orléans East-Cumberland,Sector 31,8/21/2023 5:00:00 AM,8/20/2023 5:00:00 AM,2023,"CHARLEMAGNE BLVD, MARINOFF WAY",East,5050170.09,Evening,Matthew Luloff,1100,2200,384295.3594,5038165.6728
7411,2014,CHEV,TRX,CARRY,BLU,,Sunday,N,Orléans Chapel Hill,Ward 2 - Orléans West-Innes,Sector 31,6/5/2023 5:00:00 AM,6/4/2023 5:00:00 AM,2023,"GAULTOIS AVE, NOTRE DAME ST",East,5050125.07,Evening,Laura Dudas,600,2200,380610.9329,5036821.5783
7412,2022,HOND,CRV,CARRY,WHI,,Saturday,N,Vanier South,Ward 12 - Rideau-Vanier,Sector 25,3/19/2023 5:00:00 AM,3/18/2023 5:00:00 AM,2023,"EASTVIEW ST, LEVIS AVE",Central,5050100.00,Evening,Stéphanie Plante,800,2100,371030.9054,5033247.5831
7413,2021,LEXS,NX3,CARRY,BLK,,Monday,Y,Orléans Avalon - Notting Gate - Fallingbrook - Gardenway South,Ward 1 - Orléans East-Cumberland,Sector 31,8/21/2023 5:00:00 AM,8/21/2023 5:00:00 AM,2023,"ROBERVAL AVE, WATTERS RD",East,5050170.12,Night,Matthew Luloff,900,200,384695.9484,5038182.5668
7414,2016,MAZD,CX5,CARRY,RED,,Sunday,Y,Island Park,Ward 15 - Kitchissippi,Sector 21,6/5/2023 5:00:00 AM,6/4/2023 5:00:00 AM,2023,"OAKDALE AVE, ROCKHURST RD",Central,5050045.00,Evening,Jeff Leiper,700,1800,364089.8865,5028998.5531
7415,2020,LEXS,350,4DR,WHI,,Saturday,Y,Orléans Avalon - Notting Gate - Fallingbrook - Gardenway South,Ward 19 - Orléans South-Navan,Sector 31,3/19/2023 5:00:00 AM,3/18/2023 5:00:00 AM,2023,"LAKERIDGE DR, LAKERIDGE DR S-2",East,5050171.09,Evening,Catherine Kitts,1100,2100,385077.6003,5034511.6734
7416,2022,GMC,YUK,CARRY,BLK,,Tuesday,N,Orléans Village - Chateauneuf,Ward 2 - Orléans West-Innes,Sector 31,6/6/2023 5:00:00 AM,6/6/2023 5:00:00 AM,2023,"CARRIERE ST, D'ORLEANS BLVD",East,5050125.05,Night,Laura Dudas,700,400,380793.934,5036608.5762
7417,2022,TOYT,HIG,CARRY,BLK,,Sunday,Y,Chapman Mills - Rideau Crest - Davidson Heights,Ward 24 - Barrhaven East,Sector 16,8/21/2023 5:00:00 AM,8/20/2023 5:00:00 AM,2023,"GROVEHURST DR, KARENDALE ST",West,5050141.09,Evening,Wilson Lo,1100,2200,366646.7296,5015602.8305
7418,2022,HOND,PIL,CARRY,GRY,,Sunday,Y,Iris,Ward 8 - College,Sector 15,3/20/2023 5:00:00 AM,3/19/2023 5:00:00 AM,2023,"IRIS ST, MINNETONKA RD",West,5050026.00,Evening,Laine Johnson,1300,2200,362211.5877,5024365.577
7419,2020,LEXS,350,CARRY,SIL,66659,Tuesday,N,Blackburn Hamlet,Ward 2 - Orléans West-Innes,Sector 31,6/6/2023 5:00:00 AM,6/6/2023 5:00:00 AM,2023,"PARKRIDGE CRES N, WESTPARK DR N",East,5050125.01,Morning,Laura Dudas,800,800,377261.9284,5033491.567
7420,2011,MAZD,MCX,CARRY,PLE,,Friday,N,Glen Cairn - Kanata South Business Park,Ward 6 - Stittsville,Sector 13,8/21/2023 5:00:00 AM,6/23/2023 5:00:00 AM,2023,"BALIKUN HTS, PERCHERON WAY",West,5050151.08,,Glen Gower,800,,352701.0119,5015063.8671
7421,2018,FORD,F25,PICKUP,BLK,,Sunday,Y,Carson Grove - Carson Meadows,Ward 11 - Beacon Hill-Cyrville,Sector 32,3/20/2023 5:00:00 AM,3/19/2023 5:00:00 AM,2023,"MARLEY CRES N, TONILEE DR N",East,5050122.03,Afternoon,Tim Tierney,1000,1500,373791.9169,5032731.5722
7422,2020,TOYT,,CARRY,RED,,Monday,N,Civic Hospital-Central Park,Ward 16 - River,Sector 21,6/6/2023 5:00:00 AM,6/5/2023 5:00:00 AM,2023,"CENTRAL PARK DR, MANHATTAN CRES W",Central,5050023.02,Evening,Riley Brockington,600,2200,364729.3843,5025478.3597
7423,2019,CHEV,SLV,PICKUP,WHI,,Monday,Y,Merivale Gardens - Grenfell Glen - Pineglen - Country Place,Ward 9 - Knoxdale-Merivale,Sector 17,8/21/2023 5:00:00 AM,8/21/2023 5:00:00 AM,2023,"MERIVALE RD, GERVIN ST",West,5050130.01,,Sean Devine,1200,,366293.8544,5020292.0508
7424,2022,DODG,R15,PICKUP,GRY,,Monday,Y,Orléans Chapel Hill South,Ward 19 - Orléans South-Navan,Sector 31,3/20/2023 5:00:00 AM,3/20/2023 5:00:00 AM,2023,"TRAVIS ST, PERCIFOR WAY W",East,5050125.06,Night,Catherine Kitts,400,200,381047.4058,5032670.3901
7425,2010,SUBA,IMP,4DR,BLK,,Tuesday,Y,Civic Hospital-Central Park,Ward 15 - Kitchissippi,Sector 21,8/22/2023 5:00:00 AM,8/22/2023 5:00:00 AM,2023,"CARLING AVE, HOLLAND AVE",Central,5050020.01,Afternoon,Jeff Leiper,1400,1400,365416.8922,5028037.5441
7426,2021,TOYT,HIG,CARRY,GRY,,Monday,Y,Hunt Club Park,Ward 10 - Gloucester-Southgate,Sector 33,3/20/2023 5:00:00 AM,3/20/2023 5:00:00 AM,2023,"CLIFFORD PRIV, WELSH PRIV",East,5050001.08,Night,Jessica Bradley,400,400,373775.9299,5026286.5242
7427,2021,TOYT,4RN,CARRY,GRY,60000,Tuesday,Y,Rothwell Heights - Beacon Hill North,Ward 11 - Beacon Hill-Cyrville,Sector 32,6/6/2023 5:00:00 AM,6/6/2023 5:00:00 AM,2023,"INGRAM CRES E, KENDER AVE E",East,5050120.02,Morning,Tim Tierney,700,700,375414.9148,5035602.5916
7428,2022,HOND,CRV,CARRY,BLK,36000,Monday,N,Orléans Avalon - Notting Gate - Fallingbrook - Gardenway South,Ward 1 - Orléans East-Cumberland,Sector 31,3/20/2023 5:00:00 AM,3/20/2023 5:00:00 AM,2023,"BALLANTYNE DR, VENUS AVE",East,5050170.13,Night,Matthew Luloff,700,300,385845.236,5037041.8321
7429,2023,FORD,F15,PICKUP,WHI,,Monday,N,Lowertown,Ward 12 - Rideau-Vanier,Sector 24,8/22/2023 5:00:00 AM,7/31/2023 5:00:00 AM,2023,"KING EDWARD AVE, ST. PATRICK ST",Central,5050056.00,Afternoon,Stéphanie Plante,1500,1500,368248.897,5032822.5843
7430,2022,TOYT,HIG,CARRY,BLK,,Monday,Y,Orléans Chapel Hill,Ward 2 - Orléans West-Innes,Sector 31,6/6/2023 5:00:00 AM,6/5/2023 5:00:00 AM,2023,"SANSONNET ST, WILLOWBARK DR",East,5050125.04,Evening,Laura Dudas,600,2300,379792.9359,5034651.5657
7431,2020,ACUR,RDX,CARRY,WHI,,Monday,N,Orléans Avalon - Notting Gate - Fallingbrook - Gardenway South,Ward 19 - Orléans South-Navan,Sector 31,3/20/2023 5:00:00 AM,3/20/2023 5:00:00 AM,2023,"HARVEST VALLEY AVE,SWEETVALLEY DR,TENTH LINE RD",East,5050171.09,Night,Catherine Kitts,1100,300,384697.3898,5034387.8964
7432,2006,FORD,SRW,,WHI,,Tuesday,Y,Beaverbrook,Ward 4 - Kanata North,Sector 13,8/22/2023 5:00:00 AM,8/22/2023 5:00:00 AM,2023,"RUTHERFORD CRT, RUTHERFORD WAY",West,5050160.02,Evening,Cathy Curry,200,1800,352073.3803,5021097.096
7433,2022,FORD,EXP,CARRY,BLK,,Tuesday,N,Centretown,Ward 14 - Somerset,Sector 23,6/6/2023 5:00:00 AM,6/6/2023 5:00:00 AM,2023,"BAY ST, SPARKS ST",Central,5050048.00,Evening,Ariel Troster,200,1800,366861.069,5031276.2437
7434,2021,TOYT,TAC,PICKUP,WHI,,Monday,Y,Westboro,Ward 15 - Kitchissippi,Sector 21,8/22/2023 5:00:00 AM,8/21/2023 5:00:00 AM,2023,"CURRELL AVE, TWEEDSMUIR AVE",Central,5050033.01,Evening,Jeff Leiper,700,2000,364001.9445,5027336.6794
7435,2022,LNDR,RRV,CARRY,WHI,,Monday,N,Russell - Edwards,Ward 22 - Riverside South-Findlay Creek,Sector 37,3/20/2023 5:00:00 AM,3/20/2023 5:00:00 AM,2023,"SHUTTLEWORTH DR, WABASSO LANE",East,5050126.03,Night,Steve Desroches,700,100,376242.2488,5020312.4387
7436,2020,TOYT,4RN,CARRY,GRY,70000,Tuesday,Y,Ottawa South,Ward 17 - Capital,Sector 22,6/6/2023 5:00:00 AM,6/6/2023 5:00:00 AM,2023,"ELLIOT AVE, MARLOWE CRES",Central,5050016.00,Night,Shawn Menard,400,100,369523.9077,5029534.5539
7437,2023,TOYT,RAV,CARRY,BLK,,Tuesday,Y,Barrhaven,Ward 3 - Barrhaven West,Sector 16,8/22/2023 5:00:00 AM,8/22/2023 5:00:00 AM,2023,"HENNEPIN ST, MERNER AVE",West,5050140.04,Night,David Hill,800,300,362375.8685,5014343.4247
7438,2022,RAM,RTR,PICKUP,GRY,,Monday,N,Manotick West,Ward 3 - Barrhaven West,Sector 12,3/21/2023 5:00:00 AM,3/20/2023 5:00:00 AM,2023,"FOCALITY CRES,HAIKU ST",West,5050141.15,Evening,David Hill,1200,2000,364113.2854,5011474.486
7439,2022,TOYT,HIG,CARRY,GRY,,Tuesday,N,New Barrhaven - New Development - Stonebridge,Ward 24 - Barrhaven East,Sector 16,6/7/2023 5:00:00 AM,6/6/2023 5:00:00 AM,2023,"DEERCROFT AVE, LONGFIELDS DR",West,5050141.11,Evening,Wilson Lo,700,2200,364479.0552,5015292.2488
7440,2021,TOYT,HIG,CARRY,GRY,,Monday,N,New Barrhaven - New Development - Stonebridge,Ward 3 - Barrhaven West,Sector 16,8/22/2023 5:00:00 AM,8/21/2023 5:00:00 AM,2023,"DUNDONALD DR, RIVER MIST RD",West,5050141.15,Evening,David Hill,700,2100,364748.3762,5011912.5235
7441,2021,HOND,,CARRY,GRY,40000,Monday,N,Greenboro East,Ward 10 - Gloucester-Southgate,Sector 35,3/21/2023 5:00:00 AM,3/20/2023 5:00:00 AM,2023,"HUNTERSFIELD DR, NEWPORT CRES W",East,5050001.06,Evening,Jessica Bradley,600,2100,372979.9278,5025066.5165
7442,2012,MAZD,M3,4DR,SIL,,Sunday,Y,Overbrook - McArthur,Ward 12 - Rideau-Vanier,Sector 25,6/7/2023 5:00:00 AM,6/4/2023 5:00:00 AM,2023,"MARGUERITE AVE, WASHINGTON AVE",Central,5050101.00,Evening,Stéphanie Plante,1600,2000,370051.7745,5032522.5794
7443,2020,LNDR,RSP,CARRY,GRY,,Monday,N,Centretown,Ward 14 - Somerset,Sector 23,8/23/2023 5:00:00 AM,7/31/2023 5:00:00 AM,2023,"ARGYLE AVE S, ELGIN ST",Central,5050037.00,Morning,Ariel Troster,1400,1000,368509.9018,5030644.5647
7444,2022,CFMO,400,,BLU,,Monday,N,Greenbelt - Mer Bleue,Ward 2 - Orléans West-Innes,Sector 31,8/23/2023 5:00:00 AM,8/14/2023 5:00:00 AM,2023,"HART RD, HART RD",East,5050125.03,Night,Laura Dudas,1900,300,377620.9243,5035296.5806
7445,2022,DODG,R15,PICKUP,SIL,,Tuesday,N,Hunt Club - Ottawa Airport,Ward 10 - Gloucester-Southgate,Sector 35,8/23/2023 5:00:00 AM,8/22/2023 5:00:00 AM,2023,"UPLANDS DR, UPLANDS DR RAMP 24",East,5050127.00,Evening,Jessica Bradley,1200,2000,371265.1901,5021354.1486
7446,2023,JEEP,,CARRY,BLK,,Wednesday,N,Orléans Chatelaine Village,Ward 1 - Orléans East-Cumberland,Sector 31,6/7/2023 5:00:00 AM,6/7/2023 5:00:00 AM,2023,"MOCKINGBIRD DR, WARBLER BAY",East,5050170.01,Morning,Matthew Luloff,800,800,382253.9327,5038900.5867
7447,2022,FORD,EPT,CARRY,WHI,,Wednesday,Y,Bells Corners East,Ward 8 - College,Sector 15,8/23/2023 5:00:00 AM,8/23/2023 5:00:00 AM,2023,"ASH ST, EASTGATE AVE",West,5050136.02,Afternoon,Laine Johnson,1800,1700,357492.1095,5021027.1596
7448,2020,TOYT,HIG,,,,Tuesday,Y,Laurentian,Ward 15 - Kitchissippi,Sector 14,3/21/2023 5:00:00 AM,3/21/2023 5:00:00 AM,2023,"COLE AVE S, DOVERCOURT AVE",West,5050033.01,Evening,Jeff Leiper,1900,1800,363283.8846,5027280.5375
7449,2013,HYUN,ELN,,BGE,,Wednesday,Y,Vanier South,Ward 13 - Rideau-Rockcliffe,Sector 25,8/23/2023 5:00:00 AM,8/23/2023 5:00:00 AM,2023,"MAY ST, VERNON AVE",Central,5050061.00,Night,Rawlson King,500,500,371631.9075,5033107.5812
7450,2022,DODG,DUR,CARRY,WHI,57000,Wednesday,Y,New Barrhaven - New Development - Stonebridge,Ward 3 - Barrhaven West,Sector 16,6/7/2023 5:00:00 AM,6/7/2023 5:00:00 AM,2023,"RIVER RUN AVE, RIVER MIST RD",West,5050141.15,Night,David Hill,700,200,364188.8741,5012901.126
7451,2022,JEEP,WUL,CARRY,GRY,,Monday,Y,New Barrhaven - New Development - Stonebridge,Ward 3 - Barrhaven West,Sector 16,3/21/2023 5:00:00 AM,3/20/2023 5:00:00 AM,2023,"DEVARIO CRES, ENSATINA CRES, FAMEFLOWER ST",West,5050141.15,Evening,David Hill,1300,2100,364456.1048,5011666.7193
7452,2015,FORD,EDG,CARRY,WHI,,Wednesday,Y,Bayshore,Ward 7 - Bay,Sector 14,8/23/2023 5:00:00 AM,8/23/2023 5:00:00 AM,2023,"CARLING AVE, KEMPSTER AVE, FAMOUS PLAYERS THEATRE",West,5050138.00,Evening,Theresa Kavanagh,200,2200,359210.8633,5024118.5092
7453,2017,DODG,RAM,PICKUP,BLK,,Thursday,N,Ottawa East,Ward 17 - Capital,Sector 22,6/8/2023 5:00:00 AM,6/8/2023 5:00:00 AM,2023,"LEES AVE, 472 EAST OF CHESTNUT ST, ALGONQUIN COLLEGE",Central,5050015.00,Afternoon,Shawn Menard,1600,1600,369788.5737,5031035.6007
7454,2020,TOYT,HIG,CARRY,WHI,,Monday,Y,Kanata Lakes - Marchwood Lakeside - Morgan's Grant - Kanata North Business Park,Ward 4 - Kanata North,Sector 13,3/21/2023 5:00:00 AM,3/20/2023 5:00:00 AM,2023,"BEAMISH CRES N, FLAMBOROUGH WAY",West,5050160.10,Evening,Cathy Curry,1000,2200,349290.803,5023246.5017
7455,2022,DODG,150,PICKUP,WHI,80000,Tuesday,N,Elmvale - Eastway - Riverview - Riverview Park West,Ward 18 - Alta Vista,Sector 33,8/23/2023 5:00:00 AM,8/22/2023 5:00:00 AM,2023,"ACTON ST, STATION BLVD, AVALON PL",East,5050011.04,Evening,Marty Carr,0,2300,371323.9134,5029884.5546
7456,2022,TOYT,RAV,CARRY,GRN,,Wednesday,Y,Braemar Park - Bel Air Heights - Copeland Park,Ward 8 - College,Sector 17,6/8/2023 5:00:00 AM,6/7/2023 5:00:00 AM,2023,"CASTLE HILL CRES, GLENMOUNT AVE",West,5050023.01,Evening,Laine Johnson,800,2000,363759.8864,5025273.5209
7457,2021,TOYT,HIG,CARRY,WHI,,Wednesday,Y,East Industrial,Ward 11 - Beacon Hill-Cyrville,Sector 33,3/22/2023 5:00:00 AM,3/22/2023 5:00:00 AM,2023,"CYRVILLE RD, INNES RD",East,5050122.02,Night,Tim Tierney,400,400,375047.9257,5031118.5565
7458,2017,FORD,EC1,,WHI,,Sunday,Y,Overbrook - McArthur,Ward 13 - Rideau-Rockcliffe,Sector 25,8/24/2023 5:00:00 AM,8/20/2023 5:00:00 AM,2023,"BELFAST RD, COVENTRY RD",Central,5050012.00,,Rawlson King,1800,,371523.9113,5031640.5684
7459,2017,BMW,3SV,4DR,SIL,,Thursday,Y,Elmvale - Eastway - Riverview - Riverview Park West,Ward 18 - Alta Vista,Sector 33,6/8/2023 5:00:00 AM,6/8/2023 5:00:00 AM,2023,"CUBA AVE, RUSSELL RD",East,5050011.01,,Marty Carr,1400,,373001.9211,5029505.5486
7460,2020,ACUR,RDX,CARRY,BLK,,Wednesday,Y,Britannia Village,Ward 7 - Bay,Sector 14,3/22/2023 5:00:00 AM,3/22/2023 5:00:00 AM,2023,"CROYDON AVE, RICHMOND RD",West,5050030.00,Morning,Theresa Kavanagh,1300,900,360545.871,5025271.5188
7461,,DODG,R15,,BLU,,Wednesday,Y,Bells Corners East,Ward 8 - College,Sector 15,8/24/2023 5:00:00 AM,8/23/2023 5:00:00 AM,2023,"BONNER ST, VANIER RD",West,5050136.02,Evening,Laine Johnson,800,2200,357352.7544,5020722.9019
7462,1985,CHEV,CVT,2DR,BLK,,Thursday,Y,Elmvale - Eastway - Riverview - Riverview Park West,Ward 18 - Alta Vista,Sector 33,6/8/2023 5:00:00 AM,5/25/2023 5:00:00 AM,2023,"ST. LAURENT BLVD, TAWNEY RD",East,5050008.00,Evening,Marty Carr,1500,2000,373575.9248,5028847.5429
7463,2017,RAM,15,PICKUP,BLK,,Tuesday,N,Carp,Ward 5 - West Carleton-March,Sector 11,3/22/2023 5:00:00 AM,3/21/2023 5:00:00 AM,2023,"MARSHWOOD RD, PANMURE RD",West,5050300.00,Evening,Clarke Kelly,900,2000,330893.45,5021123.5974
7464,2014,FORD,EC1,OTHER,,,Thursday,Y,Overbrook - McArthur,Ward 13 - Rideau-Rockcliffe,Sector 25,8/24/2023 5:00:00 AM,8/24/2023 5:00:00 AM,2023,"BELFAST RD, COVENTRY RD",Central,5050012.00,Night,Rawlson King,1200,400,371523.9113,5031640.5684
7465,2019,FORD,F15,PICKUP,BLK,48000,Friday,N,Hunt Club Upper -Blossom Park - Timbermill,Ward 10 - Gloucester-Southgate,Sector 35,6/9/2023 5:00:00 AM,6/9/2023 5:00:00 AM,2023,"TIMBERMILL ST, TRESA CRT",East,5050123.02,Morning,Jessica Bradley,800,800,372531.9278,5023421.5058
7466,2018,TOYT,RAV,CARRY,BLU,45000,Tuesday,Y,Laurentian,Ward 15 - Kitchissippi,Sector 14,3/22/2023 5:00:00 AM,3/21/2023 5:00:00 AM,2023,"BRIERWOOD AVE, PRINCETON AVE",West,5050032.02,Evening,Jeff Leiper,700,2300,362992.9393,5027531.5086
