OBJECTID,ID,Reported Date,Reported Hour,Reported Year,Occurred Date,Occurred Hour,Occurred Year,Time of Day,Weekday,Day of Week,Neighbourhood,Sector,Division,Ward,Councillor,Census Tract,Level of Injury,x,y
352,9001,1/16/2019 5:00:00 AM,200,2019,1/12/2019 5:00:00 AM,2300,2019,Evening,Saturday,6,Vanier North,25,Central,Ward 12 - Rideau-Vanier,Stéphanie Plante,5050101.00,NONE,370163.709000003,5033320.26109946
353,9261,10/16/2022 5:00:00 AM,100,2022,10/16/2022 5:00:00 AM,100,2022,Night,Sunday,7,Vanier North,25,Central,Ward 12 - Rideau-Vanier,Stéphanie Plante,5050104.00,,369440.528800003,5033804.48319946
354,1300,4/10/2018 5:00:00 AM,0,2018,4/10/2018 5:00:00 AM,0,2018,Night,Tuesday,2,Vanier North,25,Central,Ward 12 - Rideau-Vanier,Stéphanie Plante,5050102.00,NONE,370155.709000002,5033390.59099946
355,9514,4/19/2022 5:00:00 AM,200,2022,4/19/2022 5:00:00 AM,200,2022,Night,Tuesday,2,Vanier North,25,Central,Ward 12 - Rideau-Vanier,Stéphanie Plante,5050103.00,NONE,370778.711000004,5033668.59289946
356,401,11/22/2023 5:00:00 AM,500,2023,11/22/2023 5:00:00 AM,500,2023,Night,Wednesday,3,Vanier North,25,Central,Ward 12 - Rideau-Vanier,Stéphanie Plante,5050102.00,,370297.710100004,5033474.59209946
357,15843,6/22/2023 5:00:00 AM,200,2023,6/22/2023 5:00:00 AM,2000,2023,Evening,Thursday,4,Vanier North,25,Central,Ward 12 - Rideau-Vanier,Stéphanie Plante,5050060.00,,371333.019200003,5034330.97659946
358,12,1/22/2019 5:00:00 AM,200,2019,1/22/2019 5:00:00 AM,2000,2019,Evening,Tuesday,2,Vanier North,25,Central,Ward 12 - Rideau-Vanier,Stéphanie Plante,5050103.00,MAJOR,370410.709000003,5033839.59509946
359,4833,10/26/2018 5:00:00 AM,100,2018,10/26/2018 5:00:00 AM,100,2018,Night,Friday,5,Overbrook - McArthur,25,Central,Ward 12 - Rideau-Vanier,Stéphanie Plante,5050101.00,NONE,369717.200000004,5032956.36789946
360,15843,7/31/2022 5:00:00 AM,200,2022,7/31/2022 5:00:00 AM,2200,2022,Evening,Sunday,7,Vanier North,25,Central,Ward 12 - Rideau-Vanier,Stéphanie Plante,5050060.00,,371333.019200003,5034330.97659946
361,3163,12/6/2022 5:00:00 AM,1600,2022,12/4/2022 5:00:00 AM,,2022,,Sunday,7,Vanier North,25,Central,Ward 12 - Rideau-Vanier,Stéphanie Plante,5050104.00,,369817.058600004,5033416.62749946
362,2449,9/26/2023 5:00:00 AM,,2023,9/26/2023 5:00:00 AM,,2023,,Tuesday,2,Vanier North,25,Central,Ward 12 - Rideau-Vanier,Stéphanie Plante,5050104.00,,369581.707100004,5033622.59509946
363,3452,2/9/2021 5:00:00 AM,0,2021,2/9/2021 5:00:00 AM,0,2021,Night,Tuesday,2,Westboro,21,Central,Ward 15 - Kitchissippi,Jeff Leiper,5050033.02,NONE,364180.015600002,5027715.70799946
364,789,10/20/2019 5:00:00 AM,0,2019,10/20/2019 5:00:00 AM,0,2019,Night,Sunday,7,Westboro,21,Central,Ward 15 - Kitchissippi,Jeff Leiper,5050045.00,NONE,362836.687900001,5028741.55399946
365,973,9/2/2022 5:00:00 AM,200,2022,9/2/2022 5:00:00 AM,2300,2022,Evening,Friday,5,Elmvale - Eastway - Riverview - Riverview Park West,33,East,Ward 18 - Alta Vista,Marty Carr,5050011.01,MINOR,373001.729000006,5029506.55289946
366,1173,1/3/2018 5:00:00 AM,200,2018,1/3/2018 5:00:00 AM,2200,2018,Evening,Wednesday,3,Elmvale - Eastway - Riverview - Riverview Park West,33,East,Ward 18 - Alta Vista,Marty Carr,5050008.00,,373561.425200006,5027959.15289946
367,1173,6/11/2021 5:00:00 AM,400,2021,6/11/2021 5:00:00 AM,400,2021,Night,Friday,5,Elmvale - Eastway - Riverview - Riverview Park West,33,East,Ward 18 - Alta Vista,Marty Carr,5050008.00,,373561.425200006,5027959.15289946
368,973,7/2/2023 5:00:00 AM,200,2023,7/2/2023 5:00:00 AM,200,2023,Night,Sunday,7,Elmvale - Eastway - Riverview - Riverview Park West,33,East,Ward 18 - Alta Vista,Marty Carr,5050011.01,,373001.729000006,5029506.55289946
369,11639,5/8/2022 5:00:00 AM,1300,2022,5/8/2022 5:00:00 AM,1300,2022,Afternoon,Sunday,7,Elmvale - Eastway - Riverview - Riverview Park West,33,East,Ward 18 - Alta Vista,Marty Carr,5050009.00,,373575.732900005,5028848.54709946
370,973,8/16/2022 5:00:00 AM,1800,2022,8/16/2022 5:00:00 AM,1800,2022,Evening,Tuesday,2,Elmvale - Eastway - Riverview - Riverview Park West,33,East,Ward 18 - Alta Vista,Marty Carr,5050011.01,,373001.729000006,5029506.55289946
371,11339,7/23/2022 5:00:00 AM,1500,2022,7/19/2022 5:00:00 AM,2300,2022,Evening,Tuesday,2,Iris,15,West,Ward 8 - College,Laine Johnson,5050026.00,,361384.511000001,5023827.50989946
372,11469,6/1/2020 5:00:00 AM,1800,2020,6/1/2020 5:00:00 AM,1800,2020,Evening,Monday,1,Iris,15,West,Ward 8 - College,Laine Johnson,5050026.00,NONE,361633.192900003,5023935.51399946
373,8888,6/1/2020 5:00:00 AM,600,2020,6/1/2020 5:00:00 AM,600,2020,Morning,Monday,1,Iris,15,West,Ward 8 - College,Laine Johnson,5050026.00,NONE,361936.784100002,5023506.30709946
374,9871,1/5/2021 5:00:00 AM,1900,2021,1/5/2021 5:00:00 AM,1900,2021,Evening,Tuesday,2,Iris,15,West,Ward 8 - College,Laine Johnson,5050026.00,MINOR,360847.015100001,5023442.67589946
375,12293,5/30/2021 5:00:00 AM,200,2021,5/30/2021 5:00:00 AM,2100,2021,Evening,Sunday,7,Braemar Park - Bel Air Heights - Copeland Park,17,West,Ward 8 - College,Laine Johnson,5050026.00,MAJOR,362211.394000002,5024366.57999946
376,11469,12/6/2021 5:00:00 AM,300,2021,12/6/2021 5:00:00 AM,300,2021,Night,Monday,1,Iris,15,West,Ward 8 - College,Laine Johnson,5050026.00,FATAL,361633.192900003,5023935.51399946
377,11332,11/3/2023 5:00:00 AM,200,2023,11/3/2023 5:00:00 AM,2000,2023,Evening,Friday,5,Iris,15,West,Ward 8 - College,Laine Johnson,5050026.00,,361105.678900001,5023548.50709946
378,11339,8/19/2021 5:00:00 AM,1400,2021,8/19/2021 5:00:00 AM,1400,2021,Afternoon,Thursday,4,Iris,15,West,Ward 8 - College,Laine Johnson,5050026.00,,361384.511000001,5023827.50989946
379,1764,11/11/2019 5:00:00 AM,1100,2019,11/11/2019 5:00:00 AM,1100,2019,Morning,Monday,1,Iris,15,West,Ward 8 - College,Laine Johnson,5050026.00,NONE,360694.017000001,5022917.16989946
380,9120,6/9/2018 5:00:00 AM,200,2018,6/9/2018 5:00:00 AM,2000,2018,Evening,Saturday,6,South Keys - Heron Gate - Greenboro West,35,East,Ward 10 - Gloucester-Southgate,Jessica Bradley,5050001.04,,371608.731000004,5024096.51399946
381,7387,11/23/2018 5:00:00 AM,1800,2018,11/23/2018 5:00:00 AM,1800,2018,Evening,Friday,5,South Keys - Heron Gate - Greenboro West,35,East,Ward 10 - Gloucester-Southgate,Jessica Bradley,5050001.04,FATAL,370852.239900004,5024838.49869946
382,9120,4/15/2018 5:00:00 AM,100,2018,4/15/2018 5:00:00 AM,100,2018,Night,Sunday,7,South Keys - Heron Gate - Greenboro West,35,East,Ward 10 - Gloucester-Southgate,Jessica Bradley,5050001.04,MAJOR,371608.731000004,5024096.51399946
383,7199,9/22/2018 5:00:00 AM,1900,2018,9/22/2018 5:00:00 AM,1900,2018,Evening,Saturday,6,South Keys - Heron Gate - Greenboro West,35,East,Ward 10 - Gloucester-Southgate,Jessica Bradley,5050001.04,NONE,371199.498400002,5024142.70239946
384,9120,9/1/2018 5:00:00 AM,100,2018,9/1/2018 5:00:00 AM,100,2018,Night,Saturday,6,South Keys - Heron Gate - Greenboro West,35,East,Ward 10 - Gloucester-Southgate,Jessica Bradley,5050001.04,MINOR,371608.731000004,5024096.51399946
385,6114,9/17/2023 5:00:00 AM,100,2023,9/17/2023 5:00:00 AM,100,2023,Night,Sunday,7,Britannia Village,14,West,Ward 7 - Bay,Theresa Kavanagh,5050030.00,,360135.577000001,5025337.64899946
386,853,9/9/2023 5:00:00 AM,1600,2023,9/9/2023 5:00:00 AM,1600,2023,Afternoon,Saturday,6,Britannia Village,14,West,Ward 7 - Bay,Theresa Kavanagh,5050030.00,,360502.570100002,5025460.40789946
387,10137,3/21/2021 5:00:00 AM,200,2021,3/21/2021 5:00:00 AM,2100,2021,Evening,Sunday,7,Britannia Village,14,West,Ward 7 - Bay,Theresa Kavanagh,5050030.00,,360729.678100001,5025528.52489946
388,14273,10/10/2021 5:00:00 AM,1700,2021,10/10/2021 5:00:00 AM,1700,2021,Afternoon,Sunday,7,West Centertown,22,Central,Ward 14 - Somerset,Ariel Troster,5050042.00,,366981.155100002,5030237.84109946
389,14273,4/24/2023 5:00:00 AM,1500,2023,4/24/2023 5:00:00 AM,1500,2023,Afternoon,Monday,1,West Centertown,22,Central,Ward 14 - Somerset,Ariel Troster,5050041.00,,366981.155100002,5030237.84109946
390,6344,1/2/2020 5:00:00 AM,0,2020,1/1/2020 5:00:00 AM,2200,2020,Evening,Wednesday,3,West Centertown,22,Central,Ward 14 - Somerset,Ariel Troster,5050041.00,MAJOR,366968.187100002,5030475.11809946
391,2954,2/21/2021 5:00:00 AM,1600,2021,2/21/2021 5:00:00 AM,1500,2021,Afternoon,Sunday,7,West Centertown,22,Central,Ward 14 - Somerset,Ariel Troster,5050042.00,,366426.878800004,5029859.64219946
392,6344,3/30/2021 5:00:00 AM,200,2021,3/30/2021 5:00:00 AM,2200,2021,Evening,Tuesday,2,Centretown,23,Central,Ward 14 - Somerset,Ariel Troster,5050041.00,UNKNOWN,366968.187100002,5030475.11809946
393,13402,5/6/2021 5:00:00 AM,1100,2021,5/6/2021 5:00:00 AM,1000,2021,Morning,Thursday,4,West Centertown,22,Central,Ward 14 - Somerset,Ariel Troster,5050041.00,,366899.187100003,5030432.60189946
394,1824,1/5/2018 5:00:00 AM,100,2018,1/4/2018 5:00:00 AM,2300,2018,Evening,Thursday,4,West Centertown,22,Central,Ward 14 - Somerset,Ariel Troster,5050042.00,MAJOR,366597.701900001,5029935.56409946
395,10088,8/29/2022 5:00:00 AM,1700,2022,8/29/2022 5:00:00 AM,1700,2022,Afternoon,Monday,1,West Centertown,22,Central,Ward 14 - Somerset,Ariel Troster,5050041.00,MAJOR,366498.753600003,5030471.98999946
396,12309,3/24/2018 5:00:00 AM,1700,2018,3/24/2018 5:00:00 AM,1500,2018,Afternoon,Saturday,6,West Centertown,22,Central,Ward 14 - Somerset,Ariel Troster,5050041.00,MAJOR,366650.701900002,5030124.56599946
397,12872,2/21/2021 5:00:00 AM,1600,2021,2/21/2021 5:00:00 AM,1600,2021,Afternoon,Sunday,7,West Centertown,22,Central,Ward 14 - Somerset,Ariel Troster,5050042.00,NONE,367039.130100002,5030018.92299946
398,12926,7/29/2023 5:00:00 AM,200,2023,7/29/2023 5:00:00 AM,200,2023,Night,Saturday,6,East Industrial,33,East,Ward 10 - Gloucester-Southgate,Jessica Bradley,5050001.08,,374601.740000005,5027551.53589946
399,9832,3/21/2021 5:00:00 AM,200,2021,3/21/2021 5:00:00 AM,1800,2021,Evening,Sunday,7,East Industrial,33,East,Ward 10 - Gloucester-Southgate,Jessica Bradley,5050001.08,,373689.198100002,5027495.86599946
400,4810,2/8/2020 5:00:00 AM,200,2020,2/8/2020 5:00:00 AM,2100,2020,Evening,Saturday,6,Bells Corners West,15,West,Ward 8 - College,Laine Johnson,5050136.02,MAJOR,357232.651,5019489.46899946
401,8510,5/17/2020 5:00:00 AM,200,2020,5/17/2020 5:00:00 AM,2000,2020,Evening,Sunday,7,Bells Corners West,15,West,Ward 8 - College,Laine Johnson,5050136.02,,356736.6479,5019813.47209946
402,5264,3/15/2020 5:00:00 AM,1300,2020,3/15/2020 5:00:00 AM,1300,2020,Afternoon,Sunday,7,Bells Corners West,15,West,Ward 8 - College,Laine Johnson,5050136.02,MINOR,356395.647100001,5020053.47399946
403,11398,1/13/2018 5:00:00 AM,200,2018,1/13/2018 5:00:00 AM,2100,2018,Evening,Saturday,6,Bells Corners West,15,West,Ward 8 - College,Laine Johnson,5050136.02,NONE,356508.6471,5019781.47209946
404,5673,1/21/2018 5:00:00 AM,300,2018,1/21/2018 5:00:00 AM,300,2018,Night,Sunday,7,Bells Corners West,15,West,Ward 8 - College,Laine Johnson,5050136.02,NONE,357311.651000001,5019333.46789946
405,2709,7/5/2018 5:00:00 AM,200,2018,7/5/2018 5:00:00 AM,700,2018,Morning,Thursday,4,Hunt Club East - Western Community,35,East,Ward 16 - River,Riley Brockington,5050002.05,,370029.696500003,5023278.55909946
406,12748,5/8/2023 5:00:00 AM,200,2023,5/8/2023 5:00:00 AM,2200,2023,Evening,Monday,1,Hunt Club East - Western Community,35,East,Ward 16 - River,Riley Brockington,5050002.05,,369724.965200004,5023366.15739946
407,23065,8/17/2023 5:00:00 AM,200,2023,8/17/2023 5:00:00 AM,2300,2023,Evening,Thursday,4,Hunt Club East - Western Community,35,East,Ward 10 - Gloucester-Southgate,Jessica Bradley,5050127.00,,370357.253700004,5022836.09009946
408,2712,1/9/2018 5:00:00 AM,200,2018,1/9/2018 5:00:00 AM,2000,2018,Evening,Tuesday,2,Hunt Club East - Western Community,35,East,Ward 16 - River,Riley Brockington,5050002.05,FATAL,369457.721100002,5023575.51099946
409,11070,4/25/2022 5:00:00 AM,200,2022,4/25/2022 5:00:00 AM,2200,2022,Evening,Monday,1,Greenbelt - Mer Bleue,31,East,Ward 10 - Gloucester-Southgate,Jessica Bradley,5050125.03,MAJOR,378311.751000006,5030274.54599946
410,6084,2/12/2019 5:00:00 AM,900,2019,12/30/2018 5:00:00 AM,100,2018,Night,Sunday,7,Greenbelt - Shirleys Bay,14,West,Ward 7 - Bay,Theresa Kavanagh,5050141.14,,356001.651000001,5023937.50899946
411,10360,3/17/2023 5:00:00 AM,900,2023,3/17/2023 5:00:00 AM,900,2023,Morning,Friday,5,Greenbelt - Stony Swamp,15,West,Ward 8 - College,Laine Johnson,5050141.14,,357905.0663,5018504.36119946
412,4966,5/15/2021 5:00:00 AM,200,2021,5/15/2021 5:00:00 AM,2300,2021,Evening,Saturday,6,Greenbelt SouthEast,33,East,Ward 10 - Gloucester-Southgate,Jessica Bradley,5050126.04,MINOR,379586.767100006,5026006.51589946
413,12806,9/10/2021 5:00:00 AM,200,2021,9/10/2021 5:00:00 AM,200,2021,Night,Friday,5,Hunt Club Upper -Blossom Park - Timbermill,35,East,Ward 10 - Gloucester-Southgate,Jessica Bradley,5050127.00,MAJOR,372869.064000004,5022435.56399946
